item,weight
惨败,13
威尔士,9
负于,3
捷克,9
疲软,7
整体实力,5
停滞不前,3
足球赛事,2
cufa,2
商业化,14
国足,3
怼,17
常态,157
现代,308
足球运动,7
来讲,62
晚于,1
欧美,37
发达国家,35
一百年,16
中国足协,21
转入,22
教育部,54
直属,32
为止,33
职业,190
土壤,58
科学化,13
系统化,3
运动,259
差距,85
全方位,92
人太,3
急躁,6
拔苗助长,1
这颗,17
幼苗,3
一丝,48
喘息,4
若干年,12
再回首,2
路程,18
一切都是,11
庞大,68
哪些方面,7
赛事,58
美,224
航母,48
电磁,12
弹射,23
舰载机,9
骗局,76
白宫,63
撒谎,1
海军,69
一艘,33
fort,2
航空母舰,11
电力,454
磁场,20
拦阻,1
实验,173
弹射器,6
全部都是,5
蒸汽,27
陆地,13
试验场,3
不单是,4
战斗机,15
历史,758
疑惑,27
极有,18
在技术上,4
完善,546
先前,14
装携,1
弹药,15
中线,15
油箱,9
装填,1
燃料,35
装备,180
挂载,4
低下,14
理论,221
nimz,1
发射,41
火焰,39
难以解决,4
如同,58
前文,4
伪装,13
产物,21
石化,74
油服,2
净利,21
退市,19
484.86,1
13.0%,1
105.83,1
161.15,1
年末,64
净资产,44
股,256
股票,87
中星,13
00055,2
35.12%,2
4814.56,2
万港元,8
5.16,1
亿港元,10
8.42%,1
出售,110
持作,1
买卖,68
1.42,2
91.16%,1
毛利,8
1.59,2
10.94%,1
人应,7
每股,27
0.1898,1
港元,4
不派,1
股息,9
dnf,7
脾气,29
为啥,31
小团体,3
入坑,2
公会,7
群,182
流水,87
团,71
那会,7
卢克刚,1
小萌,16
懂,128
委屈,54
憋,8
适应力,1
肝,20
追上,11
进度,63
卢克,4
冒险,69
几百次,2
脚下,22
某些,92
耀武扬威,6
大佬,23
刚开,2
深渊,9
运气,43
罢了,21
走来,20
自强,31
打卢克,1
在野,1
踢,29
坐金,1
不屑于,2
厚脸皮,1
大腿,23
牢骚,3
不怎么样,5
倒,147
震天响,1
咋咋呼呼,1
蛇皮,4
奶,15
剩下,103
全是,37
仗,12
资历,16
老点,1
当回事,8
bilibili,1
早点,29
殊不知,15
萌新,1
震颤,2
小号,5
话语权,13
总有,50
*,1371
脸皮,8
奇厚,1
晚,66
下周,18
出圣耀,1
卢克抱,1
开荒,4
带人,4
能带,5
何必,14
为难,6
换位,8
养猪场,14
b,314
套圣耀,1
半年,81
起步,70
再晚,5
主号,7
养,56
一打,6
金团,1
出不起,1
低三下四,1
求,90
每当,27
低声下气,1
求带,1
有种,30
哀其,1
不争,5
玩个,1
没意思,1
两回事,3
人要,18
外边,5
非亲非故,2
心态,119
孤儿,6
三观,10
不正,3
湖南,225
地级,21
株洲,23
湘潭,23
两市,21
升格,25
省级,128
株洲市,15
湘潭市,18
株洲县,4
长沙市,47
禄口区,2
芦淞区,3
荷塘区,4
石峰区,3
建宁,10
副厅级,10
衡阳市,22
郴州市,12
湖南省,72
民政厅,6
传闻,33
未有,16
变动,76
"""",1937
天元区,2
醴陵市,4
并入,8
攸县,2
茶陵县,5
划归,7
炎陵县,2
湘潭县,4
县级,123
雨湖区,3
岳塘区,2
韶山市,4
湘乡市,3
行政级别,4
长沙县,15
星,30
沙区,3
体制,121
区划,6
不改,7
一体,173
管理体制,10
享有,55
管理权限,7
开福区,7
芙蓉区,3
厅局级,1
雨花区,5
天心区,9
六条,9
朋友圈,187
这则,10
太大,29
谣传,4
谣,2
潇湘晨报,1
华声,2
草草,5
主任,596
张萌,3
信谣,1
传谣,11
解局,2
组团,38
驱逐,29
俄罗斯,266
外交官,29
普京,38
怂,7
世上,37
非战斗,1
民族,246
莫属,4
嗯,27
前段时间,28
斯克里,1
帕尔,1
间谍,7
中毒,49
愈演愈烈,8
西方,91
驱俄,1
阵营,11
总共,32
欧盟,88
233,6
俄,75
岛叔,2
眉头一皱,4
参战,8
互怼,1
搅和,4
动机,18
细究,2
嘛,83
带头,33
大哥,59
出手,39
力道,5
宣布,291
60,262
名是,3
驻,110
联合国,61
使团,2
西雅图,7
领事馆,5
关闭,139
特朗普,209
和普京,1
私交,2
甚好,1
没错,22
啦,250
商人,142
漩涡,14
总统,194
政界,5
最热,4
通俄门,5
美国国会,6
通俄,4
史无前例,11
敌国,3
法案,19
剥夺,46
外交,30
自主权,6
中期,50
选举,68
服从,47
乌克兰,16
加拿大,142
波兰,8
立陶宛,7
阿尔巴尼亚,2
丹麦,14
西班牙,45
意大利,157
荷兰,31
匈牙利,11
拉脱维亚,4
马其顿,8
罗马尼亚,4
芬兰,12
克罗地亚,5
瑞典,20
爱沙尼亚,3
cnn,14
外交关系,6
极限,43
剩,35
断交,2
宣战,3
大选,27
忘,65
砖,38
砌墙,3
封锁,21
乌,26
外交机构,2
内乱,2
强硬态度,2
东部,143
亲,54
武装,56
闹,41
克里米亚,2
强硬,9
收效,4
向西,14
愈发,23
坚定,123
拿到,141
北约,17
门票,44
德,64
轴心国,1
刚一,5
两国,44
脱欧,24
迎来,164
艰难,69
第二阶段,6
届时,58
自由贸易,39
北爱尔兰,4
边界,38
棘手,10
浮出,13
水面,45
波罗的海,4
三国,27
东欧国家,1
不用说,12
苏东,1
本着,43
抱团,18
取暖,22
出发点,33
旁观,6
磨刀霍霍,4
激进派,1
表态,37
温和派,1
斯洛伐克,4
奥地利,14
斯洛文尼亚,6
保加利亚,11
希腊,13
马耳他,3
卢森堡,5
比利时,8
爱尔兰,12
葡萄牙,5
塞浦路斯,15
老道,2
圆滑,5
外交部长,7
出面,25
召见,2
大使,25
表达,165
中毒事件,3
永久中立,4
博弈,22
自扫门前,2
雪,61
时至今日,13
开会研究,3
是不是,228
跟风,9
严格,386
国际法,9
定义,83
中立,7
战争,133
交战,4
发动战争,2
超国家,1
色彩,61
防务,6
外交政策,7
强制,105
各国,72
采取行动,7
这样一来,26
尺度,77
四个,238
国选边,1
站队,14
奇观,20
南斯拉夫,1
分裂,22
共和国,12
境遇,6
回顾,77
之初,27
困境,49
好玩,50
土耳其,49
成员国,15
地站,2
一系列,204
糟心,5
明白,157
出兵,3
土族,2
占据,77
三分之一,28
领土,7
北,93
塞浦路斯共和国,1
挤兑,8
家常便饭,6
古代,58
东方文化,4
看做,5
野蛮,18
叶卡捷琳娜,1
西欧国家,2
戒心,3
与日俱增,4
事出有因,2
沙俄,1
逻辑,72
正统,4
君权神授,1
可不是,23
感应,43
天命,4
君主,13
沾亲带故,1
合法性,14
法则,35
头衔,7
神圣,25
罗马帝国,7
无论如何,14
比不上,5
娶,48
拜占庭,1
妹妹,46
沙皇,3
西欧人,1
非但,10
正统性,1
侵略者,3
麻烦,98
长期以来,24
战斗,81
解决问题,64
铁棒,4
再大,3
加粗,7
亚历山大,6
二世,5
两句,12
名言,11
深刻,157
出此,2
真意,3
国境线,5
可靠,83
盟友,20
陆军,12
两句话,3
看着,200
解气,3
折射出,8
窘境,7
灵活,164
身段,5
初始,20
大事,63
不妙,1
立马,38
口风,2
驻美,5
美方,63
言行不一,2
俄方,9
正当理由,18
预谋,5
阴谋,25
激怒,5
情感,97
真相,111
终,22
大白,4
诚如,3
外交部,52
诸多,84
摒弃,13
思维,128
弄清事实,1
英俄,2
对话,61
妥善处理,18
采取任何,4
激化矛盾,1
举措,151
但于,1
无益,3
聪明,59
做法,183
必要,202
挥动,3
闷声,6
发财,13
千万别,35
招摇,3
千里,15
岩,19
雪山,19
小狐,1
高原,28
劲旅,5
分成,25
耻辱,11
真悬,1
07,60
丹佛掘金,2
赴,104
费城,12
76,40
两队,10
争取,69
全力以赴,27
开局,28
第三节,28
断电,24
净输,1
无力,33
104,17
123,14
大败,3
输球,9
个胜场,3
常规赛,14
场要,1
形势,112
精神面貌,7
巴顿,3
穆雷,3
米尔,3
萨普,1
约基,1
奇,14
替补,14
只得,18
胜负手,1
火力,5
哈里斯,1
原本,129
替补席,4
首发,51
得分,34
打花,1
恐,12
分净输,1
老帅,1
马龙,13
写照,9
二字,25
之大,20
奇迹,42
概念,154
脸色,19
赛程,8
猛龙,37
雄鹿,1
步行者,7
客战,1
开拓者,6
无缘,8
但愿,7
好运,17
球员,104
锡帅,1
大吐苦水,2
只差,5
逼宫,2
冲锋,4
想到,126
上半区,1
缺阵,7
剩双,1
收官,14
可惜,59
之师,5
总能,22
下限,15
休养,5
两日,12
一败,2
必争,2
三节,4
微弱,14
领先,118
全队,11
合砍,1
惨剧,13
灰熊极,1
情愿,9
地以,4
赢下,3
胜,41
身后,48
太阳,66
坚挺,5
动摇,28
威金,2
斯,44
蒂格,3
狠用,1
167,7
投篮,8
别提,11
防守,42
端的,27
心有余而力不足,2
真真切切,5
杜是,1
公牛,17
原封不动,3
套用,1
青年,210
军团,24
头上,36
招牌,17
份,69
倒数,5
第五,56
百,24
回合,8
108.9,1
第四,82
兜,7
骑士,61
泰伦卢,5
好歹,8
只狠用,1
勒布朗,10
疯狂,81
操练,2
往死里,2
节奏,58
当家,7
控卫,2
赛后,16
太累,6
杜能,1
杜却,1
整场,10
人能,24
气质,53
人手,11
短缺,10
打得,11
值得一提的是,36
罗斯,14
少一,1
人手不足,1
敢情,1
板凳,12
席上,2
前景,53
换帅,1
别墅,74
没人要,2
湛江,29
富豪,43
停建,2
广东,403
亿建,3
258,12
无偿,29
赠送给,6
分配,107
却成,7
多要,2
莆田,49
鞋,56
正品,19
分不清,6
造假,24
赚,156
爆资,1
2007,113
查封,36
双假,2
耐克,12
总值,1
3100,7
假鞋,8
纽约时报,12
自此,22
福建,198
走出,77
国门,6
传遍,7
无良,5
认知,146
挂钩,33
造鞋,1
支柱产业,15
鞋企,1
数千家,2
运动鞋,16
十亿,2
年产值,27
600,122
鞋业,6
小城,19
十分之一,7
名牌,17
一句,177
玩笑话,4
何尝,8
讽刺,20
鞋里,1
双从,1
耐克鞋,1
一双,37
仿品,3
年初,98
有恃无恐,3
当成,45
鞋子,30
淘宝,169
马云,49
封店,2
小事,43
高仿,13
微商,115
大行其道,4
卖出,42
一层层,2
分销,11
假货,18
多方,49
诟病,13
原罪,1
天然,70
作奸犯科,1
震怒,2
ceo,62
卫哲,1
coo,1
李旭晖,1
引咎辞职,2
买家,29
供应商,96
多名,119
波及,10
福建省,70
莆田市,22
泉州,45
震撼,60
沉淀,44
可谓,88
花样百出,5
流传,55
很广,3
nb,48
正规,198
耐磨,6
抗弯,5
折,31
剥离,10
真鞋,1
区别,93
分辨,25
人会,40
买回来,2
虎,51
鉴定,172
大神,35
无从,10
遁形,6
改良,20
制鞋,2
工艺,124
以假乱真,3
鞋中,1
仿货,1
分级,52
气死,2
代收,20
上线,130
物流,580
厂商,74
虚构,24
香港,259
摇身一变,6
代购,10
造假者,4
货运,101
查阅,30
隔海相望,1
大批,51
台商,14
创办,64
制鞋厂,1
鞋厂,5
代工,6
gdp,70
订单,89
滞销,9
滞留,18
转卖,3
低廉,12
获利,65
卖鞋,1
有利可图,2
代工厂,2
工人,148
往外,5
图纸,22
小作坊,30
媒体报道,65
去除,38
流入,45
手里,73
蒋志雄,1
光靠,4
严打,8
转型,232
迫在眉睫,12
晋江,33
要久,1
孵化,35
安踏,2
鸿星,1
尔克,3
十余个,7
自主,186
自由,191
数十亿,3
涌现出,7
双驰,1
易佰达,1
知名品牌,13
生意人,4
全花,1
时装周,3
李宁,19
爆,32
扬眉吐气,2
年轻化,7
创新,1123
化,367
外国,71
独特,142
爆款,15
好好,127
一课,19
知识产权,86
眼前,67
私利,8
地下,148
大财,2
长久以来,4
当做,40
低价,64
劣质,31
牌子,33
不硬,1
市面上,22
横行,9
法国人,12
国产,60
飞跃,14
2005,98
patricebastian,1
旅居,2
武术,7
课上,2
patrice,1
抢注,4
商标,26
国货,11
经典,133
生生,2
掳走,1
这双,1
镀个,1
金,161
十几倍,1
国外,115
潮,23
争抢,5
红鞋,1
转身,32
潮品,2
抢走,20
celine,1
小白鞋,2
抄袭,28
回力,1
鞋后,1
近在眼前,3
远在天边,1
穿不起,1
货都,1
下一代,23
会为,15
骄傲,28
再有,19
球鞋,4
造,22
疑问,69
office,52
三驴,1
之家,15
微软,39
系统软件,2
word,12
excel,3
powerpoint,2
常用,56
国内外,108
网络攻击,20
黑客,25
惯用,7
apt,4
肉鸡,5
勒索,29
攻击方式,4
鱼叉,4
文档,22
精心,64
文件名,1
投递,19
邮箱,64
打开文档,1
恶意代码,1
便会,12
悄悄,25
感知,35
版本,90
技术支持,24
安全更新,6
office2007,3
这本,6
生命周期,14
除非,33
黑客攻击,9
上述情况,8
管家,20
整理,127
输出,104
进一步提高,41
同心协力,1
372,5
漏洞补丁,2
补丁,16
74,17
详见,39
下图,19
windowsupdate,1
安全软件,5
打补丁,3
修复,185
极大,128
48%,5
低版本,4
office2003,1
office2010,1
office2013,2
sp2,1
sp1,1
如下,171
频繁,88
rtf,1
cve,14
0199,8
时长,9
早已,103
网络安全,43
平静,34
wannacry,3
smb,1
永恒,32
蓝,30
计算机网络,6
切身感受,4
武器,59
强大,204
威力,27
层出不穷,25
�,18
未公开,7
office0day,3
野外,27
样本,40
8759,3
载体,64
doc,8
邮件,58
发动,56
嵌入,14
载荷,4
触发,18
url,20
whoamifile,2
jpeg,2
hta,3
服务器,43
youcandowhat,1
jepg,1
远程,83
木马,20
lamerat,3
安装包,1
数十种,3
主流,74
绕过,17
适配,4
windows,9
操作系统,43
下发,73
插件,2
多大,21
定向,22
海量,19
可执行文件,2
几率,35
越来越低,2
大大提高,6
点击率,5
传播者,9
邮件附件,1
收件人,8
lokibot,1
互联网安全,3
petya,1
迄今,13
数百种,1
变种,6
病毒传播,2
敲诈者,3
病毒邮件,1
释放,104
加密,66
用到,26
rsa2048,1
非对称,2
破解,39
大小,122
比特,185
币,199
攻击者,12
倾向,41
可执行程序,1
迷惑性,1
水坑,3
结合,537
工程学,9
名及,3
薄弱,50
中招,13
好几个,20
泛滥,23
揭露,19
洞,58
防御,53
microsoftoffice,1
ole,1
成因,12
内嵌,1
ole2link,1
正确处理,6
type,2
特殊,245
任意,66
非常简单,5
不同于,29
内存,39
诸如,21
aslr,2
dep,2
成功率,10
blackhat,1
黑帽,1
大会,250
安全漏洞,5
clsid,1
microsofthtmlapplication,1
后缀,2
全局,37
标识符,1
进制,1
字符,2
scriptlet,1
称为,175
windowsscriptcomponent,1
wsc,1
javascript,3
vbscript,1
perlscript,1
脚本语言,2
xml,2
mso,1
dll,2
ole32,1
过滤,34
初始化,2
com,560
guid,5
8570,1
{,23
06290bd2,1
48aa,1
11d2,1
8432,1
006008c3fbfc,1
},40
封堵,34
eps,21
封装,8
postscript,7
encapsulatedpostscript,1
格式,32
adobe,1
打印机,11
打印文件,1
描述语言,1
gif,6
jpg,23
png,2
每种,8
模块,65
gifimp32,1
flt,5
epsimp32,4
fltldr,3
exe,3
进程,110
加载,20
0261,1
uaf,2
本地,155
vm,3
save,5
restore,3
撤消,3
forall,2
运算符,1
组合,86
use,1
after,2
free,3
伪,23
操作符,2
操纵,40
为读,1
原语,1
字符串,1
0x7fffffff,1
基数,16
读写,5
gadgets,1
rop,2
链,194
链来,1
shellcode,2
0262,1
混淆,21
流程,228
栈上,1
值,61
继而,22
数组,1
基址,4
沙箱,2
权限,44
内核,6
提权,1
逃逸,55
灵活性,9
相继,56
激进,15
图片格式,1
一劳永逸,6
杜绝,73
netframework,4
windows7,1
windows10,1
soap,4
集成,65
双击,5
代码执行,1
printclientproxy,1
函数,15
解析,44
wsdl,1
格式化,4
cs,6
所示,27
address,2
location,2
6142,1
6149,1
行中,1
调用,11
wsdlparser,1
isvalidurl,1
前面,133
@,279
末尾,9
stringvalue,1
输入,122
guanjia,1
qq,159
电报,12
国民党,63
卖国,6
立场,175
一九三五年,1
当局,54
援助,40
东北,101
义勇军,2
入侵,33
滦,2
东非,5
硬,73
塘沽,2
协定,23
天津,632
汉奸,16
报社,18
社长,11
暗杀,7
中国政府,39
排日,1
二十九日,1
北平,9
辅佐,8
官给,2
参谋,16
次长,2
铲除,16
华北,83
抗日,80
统治权,1
分会,17
代理,169
委员长,10
何应钦,7
驻屯军,1
司令官,3
梅津美,1
治郎,1
何梅,1
无理要求,3
六月,6
十一日,3
冀,12
察,6
两省,5
主权,47
丧失,43
侵略军,2
1933,3
签定,7
九一八事变,3
丧权辱国,2
停战协定,2
撤至,2
延庆,16
通州,29
宝坻,8
芦台,1
之线,1
以西,24
以南,27
以东,24
长城,52
非武装,2
热河,3
占领,25
划,20
绥东,2
察北,1
冀东,6
日军,176
出入,22
侵占,21
敞开,13
大门,55
密,9
特急,1
1935,9
蒋介石,10
两面,10
最小限度,1
宪兵,5
第三团,5
团体,67
军事委员,2
训练,132
党部,2
蓝衣,4
社,51
特务组织,1
日本帝国,3
主说,1
后盾,8
师,76
第二十五,4
有害无益,2
中央军,4
一律,55
罢免,6
蒋孝先,2
团团长,6
丁正,2
丁昌,1
团团,6
扩情,2
所长,42
何一飞,2
办事处,147
处长,41
不顾,30
谋划,56
策,6
势不两立,3
学忠,1
于学忠,1
主席,265
不使它,1
干涉内政,1
口实,22
俞,11
政务,143
俞家骥,1
打电报,1
黄,88
郛,2
采取措施,32
力求,38
改善,248
华,39
附带,5
而来,24
过肩,3
摔,34
叫好,15
一段,136
公交车,126
顽皮,2
好动,6
脚踢,1
位子,3
来回,33
挑衅,9
意味,26
暴起,1
拎,12
男孩,65
重摔,2
还用,6
脚,57
踩踏,9
该起,5
无故,10
招惹,4
暴打,7
用脚,12
头部,40
与其说,3
不如说是,7
趁此,1
宣泄,4
该名,9
处以,68
治安拘留,5
处罚,340
暴力行为,7
大声,27
深思,12
等同,5
侧面,25
违法性,2
近几年,50
频频,33
热点话题,5
张牙舞爪,4
大声嚷嚷,2
礼数,4
商场,92
紧急制动,1
按钮,39
公共场合,6
尖叫,14
打闹,6
管不了,4
已然,27
怨气,14
之声,28
事例,12
话会,2
引用,39
会替,1
狠狠,25
称得上,10
社会教育,2
弱肉强食,1
丛林,23
表征,4
鼓吹,5
纠正,54
任由,11
伤及,3
一面镜子,6
这句,56
刻薄,1
不容忽视,22
实则,9
是从,94
关键在于,15
得当,17
朝,63
探索,192
转化,121
非任,1
放纵,10
公害,5
公共秩序,19
举止,6
一般见识,1
予以,304
纵容,15
抱怨,75
越加,2
回答,135
公共场所,87
戒律,4
依,22
观照,8
之分,17
不该,30
区分,58
培育,143
好孩子,8
至关重要,31
唯爱,1
换个,21
角度看,16
觉醒,16
吵闹,4
无效,79
无能,16
以毒攻毒,2
弥合,8
分歧,36
裨益,3
愈合,7
创伤,11
平复,8
那名,6
纵,16
千般,2
严惩,16
打着,35
规则,144
名义,106
负作用,1
社会舆论,7
撕裂,9
坚信,32
忽视,48
逢,15
必为,2
相加,3
驻港,3
公署,3
诋毁,6
「,143
一国两制,15
」,144
法治,139
发言人,59
答记者问,5
香港特区,4
年度报告,13
事务,39
中方,91
答,118
回归祖国,6
港人治港,2
自治,32
方针,64
切实,213
贯彻落实,164
各项事业,3
举世公认,1
巨大成就,5
前所未有,35
罔顾,4
偏见,19
妄加评论,1
坚决,227
干涉,19
内政,5
汶川,31
殉难,2
飞行员,64
李月,15
在座,8
九年,25
2008,113
四川省,78
8.0,12
特大,22
灾害,38
抗震救灾,6
自我介绍,6
老同学,6
老战友,5
名字,148
叫做,65
成都军区,5
陆航团,3
随,57
机组,43
登上,42
92734,1
171,9
飞机,211
灾区,12
药物,87
副驾驶,5
起飞,40
理县,2
医务人员,6
返航,3
途中,50
航线,50
深山,16
峡谷,23
残骸,3
机上,10
遇难,17
年出,4
四川,258
成都,237
独子,3
1995,52
招飞,3
入伍,23
空军,36
41,58
学员,90
陆军航空兵,1
学院,304
驾机,1
多项,83
冯玮,1
素昧平生,2
彼此,74
结缘,5
两周年,5
纪念日,11
伤痛,7
肖天春,1
花白,3
抹,29
眼泪,46
肖,35
天塌,1
那时,55
咯噔,3
仿佛,64
牵挂,21
幸运,64
蓝天,37
冲动,41
连夜,14
长信,1
信中,11
写道,32
代替,58
尽孝,4
忐忑,8
封信,12
寄,21
认,12
难过,26
五天,15
玮,3
泣不成声,4
认亲,3
忙碌,35
相约,21
不飞,1
打个,13
报个,2
平安,247
新婚,4
领,40
结婚证,24
飞到,5
亲眼看到,6
楼道,20
远远地,2
守候,8
休假,25
爱人,30
放下,44
往后,18
聚少离多,2
挑选,65
几样,10
适合,211
特产,22
回去,87
小小的,39
包裹,48
牵挂着,4
同志,203
同情,32
战友,51
情谊,5
天之骄子,1
走远,2
能以,3
延续,75
飞翔,9
这片,59
身影,40
记住,69
英勇,15
危难,9
关头,6
恪守,17
品格,28
忠诚,79
祖国,85
不论,40
任何时刻,1
勇于,39
牺牲,60
甘于,5
忘我,2
三位,32
报平安,2
喜讯,12
一段话,6
和平,91
有幸,16
岁月,76
静好,4
诗,41
远方,26
负重,5
前行,75
傀儡,10
rf,3
侦察机,6
光彩,17
台湾地区,13
巫毒,1
voodoo,1
战术,22
陈列,11
嚣张,13
黑猫,1
中队,131
结语,11
路线,108
人越,3
勇敢,40
反动,5
陆河,6
行政许可,62
〡,4
便民,57
吸取,10
清远,23
4.24,5
纵火,7
教训,65
认真,284
党中央,120
公安部,85
应急,332
管理部,55
省委,163
省政府,96
指示精神,18
打通,48
通道,256
消防安全,169
县长,31
陈壮勇,3
副县长,20
公安局长,6
李小鹏,2
文广,13
公安消防,4
娱乐场所,24
五一,144
劳动节,17
钻石,16
ktv,37
俱乐部,82
威图,1
诺信,1
网吧,120
管理制度,43
消防设施,37
齐全,72
疏散,86
细致,58
掌握情况,1
灭火器,26
技能,174
人人有责,15
民生,173
各项,262
指示,66
应急灯,1
通电,15
五一劳动节,12
及下,3
一步,222
两点,37
职能部门,26
思想认识,15
绷紧,4
这根,9
弦,19
强有力,28
整治,436
火灾,333
落到实处,18
切实做好,19
喜闻乐见,10
消防,340
知识,406
全民,132
浓厚,57
消防大队,8
派出所,223
深入开展,53
拒,44
关停,31
因未,7
擅自,54
停业,11
平遥,31
汽车玻璃,2
偷东西,1
逮,9
警事,9
pyjs110,1
好多,70
车主,219
节假日,42
证件,57
补,47
车内,25
作案人,3
高清,26
摄像头,45
怎样才能,11
破案,19
多起,12
无小事,10
北城,16
辐射,106
四周,31
调取,10
办案,113
外地,74
刑侦,16
警种,6
大力协助,2
昼夜,15
奋战,22
蹲点,3
一举,32
出击,20
彭,17
抓获,117
缴获,20
部手机,8
相机,27
部等,3
作案工具,6
突审,1
盗窃,66
犯罪事实,18
供认不讳,13
经查,62
男,226
运城市,15
临猗,5
流窜到,3
介休,4
左权,1
寿阳,2
彭已,1
刑事拘留,41
此案,45
深挖,23
速来,3
大小事,9
有料,6
味道,126
有趣,62
有用吗,1
法网,15
findlaw,2
你好,29
房管,8
民事诉讼,18
乌迪内,1
官宣,7
连败,10
上次,25
拿分,3
鸡年,8
意甲,16
乌迪内斯,13
奥多,12
近来,23
糟糕透顶,1
联赛,45
轮,88
降级,13
区高,1
尤文,6
后卫,14
多尔,7
接替,6
执掌,4
上周末,13
34,61
弱旅,1
克罗,1
托内,1
早早,25
进球,14
连进,3
两球,3
逆转,16
乌鸡,6
排名第,9
区多,2
挂靴,1
教练,63
佩斯卡拉,1
平平,7
配置,255
投入,358
中段,11
攀升,29
逼近,26
欧,12
战区,12
惨不忍睹,7
三名,29
小球童,1
不忍,8
直视,5
多月,33
ac,17
米兰,8
平局,2
无人能敌,3
初贝内,1
文托,2
差劲,6
打破,108
贝内,1
纪录,34
势头,26
难阻,1
高层,58
用换帅,1
教练组,2
ins,5
孩提时代,1
热情,121
兴趣,59
主教练,11
全身心,10
无保留,1
不曾有过,1
从未,48
第一天,38
尊敬,34
我来,17
客人,50
继任,3
人选,21
称前,1
伊戈尔,3
新任,10
詹皇连迎,1
噩耗,4
正中,7
王牌,5
怀,16
致命,25
软肋,7
大战,50
紧接着,33
之路,20
平坦,15
夏天,78
洛瑞,1
离队,3
便是,81
逾越,4
詹姆斯,44
高山,24
伴随,78
管理层,28
昏招,1
变为,27
单核,2
兵强马壮,3
勇士,48
巴克利,3
赢,90
系列赛,9
深度,287
nba,59
当到,2
凯西,1
防守战术,1
尽全力,12
消耗,50
体能,9
削弱,17
强度,77
拼,42
抽筋,7
时回,1
更衣室,2
队医,6
输液,50
职业生涯,25
总决赛,35
第一轮,9
储备,58
攻强,1
守弱,1
排在,10
jr,10
史密斯,7
对阵,26
至上,38
德罗,4
赞,70
强于,9
奥拉,4
迪波,1
而洛瑞,1
攻击力,4
不容,23
小觑,15
外线,2
内线,6
瓦兰,1
丘纳斯,1
伊巴,1
不及,27
火箭,51
极其重要,3
主场优势,2
北境,1
浪得虚名,1
地理,64
首轮,14
战,48
负,109
劣势,9
胜率,1
守住,19
换句话说,18
必需,19
取胜,8
乐福,6
旧伤,1
焦虑症,1
全明星,6
水准,36
胡德,4
克拉克,3
森等,1
难堪,4
tt,7
稳,36
凯尔特人,6
缺,32
史蒂文斯,1
打满,1
卢员外,1
自信,94
五金,3
中江,2
黄金珠宝,2
手镯,4
实心,8
一口价,11
一万二,1
万块,14
镯子,2
空心,2
表面,147
凹,6
半,82
卖过,3
黄金,223
算了,22
金价,41
多一克,2
卖成,1
700,64
一听,12
滋味,23
莱昂纳德,20
espn,4
ramona,1
shelburne,1
michael,3
wright,1
源,51
卡瓦,10
伊,34
洛杉矶,12
逼迫,16
消息人士,33
布福德,1
彻夜,9
失眠,17
右股,1
四头,2
肌,9
缺席,31
复出,17
流言,4
露面,6
波波维奇,2
问到,8
呛到,2
挫伤,3
成骨,1
肌肉,40
连接,137
膝盖,15
肌腱,3
舅舅,6
丹尼斯,4
罗伯特,59
森,22
施压,10
keith,1
pyen,1
插手,14
卡哇伊,2
沮丧,9
医疗,362
能比,8
配得,8
自负,27
思想,565
人参,5
密友,1
疏远,8
变坏,8
邓肯,2
完美,150
森想,1
交谈,21
口中,19
野心,13
忠心耿耿,1
仁和,23
制药,26
治病,29
营销,177
传销,136
产经,8
中访,1
财经,115
社会公众,16
第七条,17
组织者,16
上下,107
给付,20
牟取,5
非法,380
产经新闻,1
临沂,23
直销,36
以拉,1
人头,37
疑似,65
自诩,4
保健食品,13
防病治病,1
读者,87
市场部,21
石,55
经理,227
厂家,253
郯城,1
临沂市,26
兰山区,8
沂州路,1
清河,5
北路,26
交汇处,15
办公大楼,17
引荐,4
总监,109
张林,6
阚,1
接待,133
奖金,39
签约,126
白癜风,58
脑瘫,2
中风,14
报单,3
资格,272
级别,78
银卡,2
会员,249
6000,65
封顶,26
8000,62
金卡,4
12000,4
钻卡,2
24000,1
奖项,34
碰奖,10
所说,66
层奖,2
左边,25
右边,18
向下,19
复制,64
双轨制,7
∶,12
相碰,4
计奖,2
奖励,176
这项,86
进单,1
叫量,1
按小单,1
小单,4
12%,9
14%,9
16%,36
直,74
两代,10
三代,19
第四代,9
五代,6
5%,63
升为,4
一星,1
享受,308
1%,46
加权,16
分红,41
二星,2
三星,37
车奖,1
2%,51
复,16
消奖,1
公然,15
仁鹤牌,1
银杏叶,4
口服液,4
心脑,4
有益,19
活性,33
成分,71
血管,38
血循环,1
血,42
黏度,1
血液循环,11
障碍,53
脑中风,2
老年痴呆症,2
提取物,2
主治,3
瘀血,2
阻络,1
胸痹,1
心痛,15
半身不遂,1
舌,91
强语,1
蹇,3
稳定型,1
心绞痛,1
脑梗塞,3
证候,1
不仅如此,35
宣传单,9
页,77
溶,6
血栓,8
降血脂,3
调血稠,1
降血压,2
共护,1
肾,19
功效,48
产品包装,4
药品,102
批准文号,3
蓝帽,1
标示,12
工商行政,14
暂行规定,7
用语,10
明示,9
暗示,29
第十三条,12
营养品,4
保健,52
保健作用,1
工商局,29
陈姓,4
初步判断,4
汇报,62
市局,13
技术手段,21
来查,2
发稿,13
监管部门,64
结论,88
拉屎,1
有点,182
