item,weight
乃至,24
全世界,16
感到,124
震惊,31
为此,105
不仅,300
不惜,13
欠债,12
百万,31
剁,5
手党,2
更,1161
绞尽脑汁,4
吸引,64
消费者,301
商家,187
就,5517
其天,1
猫,46
旗舰店,12
推出,61
一张,151
预热,4
海报,18
该,2098
严重,974
挑战,36
公序良,19
俗,19
消费,225
女性,187
其,2918
文案,14
之,485
低俗,23
此,287
已,1785
无法,548
引用,26
不到,262
两,212
小时,498
宣传,238
撤下,2
并,3790
致歉,19
致歉信,3
中,3781
声明,155
从来,59
都,4752
一个,2820
尊重,104
一直,817
以来,273
在乎,7
产品品质,1
用户,288
体验,42
感受,71
不玩,6
猫腻,16
不,5796
跟风,4
!,1056
然而,337
媒体报道,72
之后,856
官方,212
微信,699
公众,270
号,1251
新,675
式,89
这则,7
题为,8
《,2070
我,5306
搞,135
预售,10
就是,1347
玉兽,1
》,2065
用,1123
对话,38
继续,499
进行,2578
营销,61
以,1901
口吻,11
表述,11
露骨,5
性,131
暗示,33
语言,32
与其,70
道歉,96
截然,1
相悖,1
加剧,14
舆论,67
反感,9
对此,271
很多,785
嗤之以鼻,1
则,371
直接,733
表示,1234
拒绝,224
购买,661
产品,520
客观,36
为,3899
带来,255
巨大,236
社会,742
关注度,6
一方面,63
大量,332
传统媒体,1
媒体,466
介入,90
传播,170
注意,510
根据,931
人民网,28
舆情,42
监测,64
室,57
统计,95
截至,141
相关,1263
网络新闻,3
报道,511
已达,15
497,1
篇,22
微博,259
1181,3
条,391
文章,243
101,15
论坛,69
114,10
app,135
推送,22
199,6
另一方面,43
策划,37
获得,276
很,1401
高,482
浏览量,1
北京,473
商报,46
7,1084
脖微信,1
并未,155
删除,125
且,526
阅读,191
量,57
达到,286
10,1691
万,508
+,227
如此,241
广泛,57
而,2002
持续,211
成为,440
免费,136
使,224
风口浪尖,6
似乎,87
欣然接受,2
下,1458
区,391
作者,193
时,3343
提到,76
肮脏,8
眼里,22
满是,8
纯净,3
一幅,14
自得,1
姿态,8
扑面而来,3
提高,141
绝非,4
品牌,121
成功,382
体现,56
恰恰,7
忽视,23
文化,153
建设,384
表征,3
品牌形象,6
一落千丈,1
定位,58
趋于,7
品牌价值,1
大打折扣,4
正如,20
千龙网,4
边,96
开车,428
恶俗,8
你,2598
接受,565
所,666
指出,165
得,660
契合,7
自身,135
基本常识,2
赢得,22
眼球,34
丢掉,7
未来,128
得不偿失,13
今年,591
奥迪,23
发布,636
一则,43
内容,496
一对,84
夫妇,97
正在,859
举行,131
婚礼,48
新人,5
婆婆,87
突然,511
冲,73
前方,103
检查,664
新娘,29
口齿,1
耳舌,1
随后,632
对,4852
不知所措,6
新婚,13
夫妻,127
做,1246
ok,7
手势,5
然后,456
弹,20
出,585
二手车,90
页面,27
配音,1
认证,79
放心,61
播出,20
引发,377
不满,108
儿媳,32
如同,23
牲口,1
极大,81
宜家,3
国内,175
各大,30
电视台,69
播放,30
引起,352
轩然大波,6
母亲,407
吃饭,116
女儿,538
说,3356
再,917
不带,5
男朋友,22
回来,227
就别,5
叫,303
妈,44
此时,209
门铃,6
响起,18
出现,848
态度,154
大,1240
变,93
一家人,70
家具,59
将,3593
整个,221
家,524
布置,21
一新,3
其乐融融,4
这一,180
情节,254
认为,896
剩女,3
歧视,14
吐槽,24
此事,227
最后,495
撤播,1
收尾,1
作为,707
两大,17
国际,226
知名品牌,4
其向,9
高大,7
形象,76
示人,4
印象,39
颇为,11
良好,89
一旦,231
广告宣传,10
纰漏,4
涉嫌,646
如遇,12
避,9
不及,24
陷阱,50
元气大伤,2
长久,32
不得,253
恢复,112
脖以,1
不堪,24
文字,70
批评,75
变本加厉,9
塑造,9
策略,14
令人费解,2
现代,83
快报,54
自,384
2016,547
起,759
至,953
案发,98
为了,792
合作伙伴,19
上海,338
一家,508
公司,2379
通过,1522
官方网站,21
个,1212
鸡,62
及,1315
合作,193
门店,27
自主,27
创意,10
包含,58
没有,3395
性生活,3
她,2537
一腿,2
真踏马,2
好,1145
翅,2
违背,46
风尚,4
用语,6
广告法,9
第九条,8
第七项,2
下列,112
情形,185
七,121
妨碍,42
公共秩序,17
或者,1050
规定,1349
上海市,90
工商行政管理局,13
总队,28
要求,1114
停止,130
罚款,423
整,15
商业广告,3
涉黄,6
触碰,4
法律,761
底线,52
社会舆论,1
不良,48
借助,37
手段,297
广泛传播,4
败坏,7
社会风气,8
环境,339
受到,470
污染,175
必须,299
加以,21
严惩,68
监管部门,51
互联网,165
平台,587
行业协会,9
社会公众,17
应,591
积极参与,7
治理,116
打击,196
消灭,5
净化,84
空间,76
维护,230
和谐,37
美好,59
更是,167
非,160
不可,101
央视,56
曝光,280
如东,25
医药企业,4
槽罐车,9
改成,19
垃圾车,9
夜间,74
偷排,24
高浓度,15
废水,52
高新区,40
叫做,22
拜瑞,5
生物医药,6
竟然,323
将装,5
伪装成,17
洒水车,22
常年,35
沿途,22
非法,776
排放,72
近日,608
环保局,63
抓,228
正,243
着,1953
从,2101
下半年,31
开始,834
采用,147
这种,634
方法,225
粗略,11
估计,67
总,230
大约,108
3000,124
吨,71
丧尽天良,10
一定,668
来源,654
整理,63
网络,734
恶劣,128
至极,11
南通,78
...,361
丢,90
大发,7
新闻资讯,11
•,43
民生,65
热点,56
城市,317
生活,726
南通人,6
浏览,25
资讯,109
传媒网,12
昨晚,43
一套,105
晚间新闻,4
栏目,34
新闻报道,24
对象,186
竟是,71
事情,692
▽,9
—,1034
the,12
end,46
▼,89
建网站,3
 ,1691
|,348
腾讯,58
企业邮箱,2
开通,62
qq,203
ec,9
营客,2
通,83
一级代理,2
本月,15
最新,98
双重,18
优惠,68
火热,13
本地化,2
专业,199
低价,30
优质,31
高效,23
热线,74
400,101
629,2
0688,2
猜,16
喜欢,229
►,18
重磅,18
四区,8
600,54
小区,679
房价,21
出炉,10
收官,6
一波,14
扎心,5
…,1212
大局,9
定,61
全面,205
爆发,61
如果,1201
五年,108
面临,126
身价,7
暴涨,7
三年,205
庆幸,12
没,980
离开,327
江苏,232
第一,404
美女,64
居然,119
快,244
看看,195
谁,527
迈入,4
大城市,11
行列,9
开挂,4
买房,45
答案,52
.....,111
好怀念,2
本地,76
民俗风情,2
画,37
汇总,15
这些,988
记得,105
各,236
区县,5
规划,103
一览,4
难怪,14
越来越,226
多人,115
跑,312
这个,1584
秘密,90
一般,312
人,5728
告诉,636
他,4797
..,284
本期,26
编辑,269
心灵,21
小溪,6
图文,39
信息,1040
网络综合,5
版权,174
归,91
原作者,67
所有,486
如,460
侵告,2
删,13
nantong360,4
转载,228
注明,82
投稿,30
爆料,169
加微信,11
jsntzgq888,2
矩阵,5
欢迎,114
搜索,135
id,69
乐在,2
lezaish360,2
海门,2
全接触,4
haimen360,2
苏锡常,2
sxcyx360,2
知晓,23
身边,202
事,549
乐享,3
人文,9
情,34
爱看,4
●,66
长,213
按,456
识别,62
二维码,153
丢脸,5
那点,6
新闻,556
客服,151
0513,28
83315666,1
责编,36
文懿,1
推广,86
粉丝,66
五洲,21
无锡,33
项目,612
诈骗,782
集资,55
随着,187
金融街,3
jinrongjieyihao,2
嫌疑,126
案例,242
们,692
最近,234
提供,802
洛社,1
线索,210
牵扯,15
660,3
多位,36
投资,406
该项,14
目的,272
小业主,2
可以,1728
追溯到,3
2012,178
2014,310
之间,262
集团,469
下属,46
开发,138
龙盛,2
商业,125
有限公司,993
销售,552
无锡市,8
洛社镇,3
哥伦布,5
六龙,2
商场,72
材料,244
分割,21
千个,3
单元,52
江浙沪,2
海外,38
多名,138
客户,171
初步,161
预计,56
4.5,11
亿元,225
商铺,70
介绍,560
地铁线,1
打出,28
涨价,7
跌价,2
赔,46
标语,17
承诺,134
开发商,103
自持,3
物业,218
一半,41
业主,251
签订,169
包租,3
协议,235
包,119
租给,12
六,81
龙城,5
管理,603
全资,14
子公司,35
房租,35
抵,4
房款,21
第四年,2
租金,94
以一九,1
分成,22
看似,38
普通,181
但,2460
后来,382
执行,622
相去甚远,3
七折,1
抵缴,2
部分,637
房费,5
故意,215
拉高,2
售价,22
或,1191
偷逃,5
地税,5
嫌,30
每年,125
收益,59
8,1215
％,23
合计,74
24,377
这算成,1
第一年,8
按照,528
总价,3
减去,4
计算,201
发票,54
确实,274
折后,1
金额,329
事后,144
早,136
2011,155
最高人民法院,184
明文规定,11
售后,14
房地产,195
交易,307
行为,1411
一种,380
同时,812
住,423
建部,4
下发,43
商品房,20
办法,257
返本,2
也就是说,40
无,588
合同,374
收,98
时才,10
惊天,3
骗局,62
物业公司,41
收取,188
店铺,102
实际,248
每平方米,7
3.5,8
元到,9
一楼,61
为例,20
标准,312
定为,18
0.4,8
㎡,7
每日,54
物业费,10
高达,91
0.6,6
150%,1
闻所未闻,2
其中,841
不言自明,2
因为,1340
九,57
分层,2
自然,90
越,107
低,127
交完,7
税费,7
微乎其微,2
代表,304
开放,53
商,22
收入,152
利益,358
假设,18
小,1031
铺,22
投入,76
每铺,1
万到,5
100,365
回报,43
只有,393
零元,2
1500,42
年租金,2
回报率,5
零,65
0.003,1
店家,37
元元,1
天不等,1
1050,2
3500,9
可想而知,13
反映,342
沙盘,2
构造,29
完全,269
不同,278
诉讼,368
早已,78
胜诉,20
拒不执行,29
准备,358
权益,84
成立,336
委员会,186
这时,104
终于,190
明白,77
这是,405
精心设计,3
局,152
江苏省,107
面积,105
人数,115
过半,1
业务,309
原来,250
用处,5
这里,393
阻止,73
以便,25
长期,198
侵占,40
商将,1
一部分,79
抵给,1
银行,632
不动产,23
变成,145
现金,306
运作,23
遥遥无期,1
一举,30
二得,1
事件,660
远非,3
经营不善,13
或是,70
市场竞争,5
激烈,36
简单,134
无论是,47
新区,36
梅村,1
存在,774
套路,90
完全一致,4
情况,1551
由此可见,12
故伎重演,4
查阅,21
网上,441
资料,209
众多,83
曾,682
身穿,56
印有,17
黑,199
心房,1
企,12
统一,97
服装,22
手里,48
拿,550
横幅,18
聚集,51
讨要,20
可知,8
于,1150
2004,39
总部,27
正是,137
覆盖,54
地产,46
电子商务,18
仓储,11
物流,75
物业管理,29
商贸,25
全,128
产业链,7
核心,63
产业园,8
镇,353
综合体,2
住宅,54
2013,291
6,1174
14,470
香港,111
上市,71
股票代码,3
01369,1
hk,8
其官,2
网,538
进入,465
华东,7
华北,12
东北,29
西南,10
华中,2
中原,9
区域,186
全国,275
27,326
运营,120
42,58
建筑面积,12
超,69
1200,34
万平方米,9
虽然,474
遍布,14
几十个,13
以上,648
欺诈,63
并非,136
仅仅,83
发生,2579
这样,1139
盐城,28
射阳,1
湖南,233
娄底,9
温州,44
乐清,5
南京,221
高淳,4
江阴,13
璜,1
土,20
地,1005
偏低,2
开花,8
百度,100
不少,412
帖子,53
下面,144
一位,489
此外,207
场,52
次,256
失信,58
显示,518
对于,834
惠山区,1
人民法院,615
判决,660
全部,527
未,1043
履行,293
盱眙,3
亦,115
同样,195
到底,218
是不是,173
定性,65
诚信,50
必将,9
发展,532
产生,310
十分,243
重大,276
不良影响,35
营商,11
提醒,549
今后,52
但凡,3
涉及,271
购房,19
应比,1
其他,848
更加,146
谨慎,61
来自,286
本,297
观点,238
【,626
】,623
以下,469
今日,184
头条,97
新浪,139
网易,74
百家,10
企鹅,11
大鱼,3
一点,300
观察,108
交汇点,2
同,140
步,13
推,59
送,304
感谢,76
思想,59
原创,79
未经,143
允许,104
转发,143
朋友圈,199
留言,106
金融,173
君,29
互动,33
男子,1363
梦想,29
一夜,58
暴富,16
持,41
水泥块,4
砸机,1
一分钱,23
没取,1
扬州,16
谢某,45
盗取,29
钱款,65
手持,27
疯砸机,1
由于,660
机,56
自带,3
防盗,13
功能,151
未能,109
取,37
目前,1182
警方,1378
刑事拘留,266
多家,73
法院,1270
供暖,90
纠纷,166
案件,1306
主体,83
供暖费,17
追缴,68
山海,4
冬天,56
来得,5
比,321
往年,14
一些,854
大风,111
寒潮,3
一次次,16
刷新,12
温度,62
新低,4
冬季,117
采暖,8
关系,415
居民,414
切身,2
可,789
现实,70
因,1172
却是,68
屡见不鲜,24
单位,506
深受,12
困扰,32
原因,654
让给,10
老百姓,121
送温暖,2
暖,16
心事,31
屡屡,27
对簿公堂,4
寒心,3
记者,2156
调查,1176
当前,48
服务,522
逐渐,110
由,1111
福利型,1
向,2027
商品,184
型,59
转变,22
现状,37
比较复杂,5
需求,65
日益,29
多元,53
市场化,3
不足,108
特点,51
过程,727
审理,535
纠纷案件,8
此类,91
既有,15
达标,21
福利,39
观念,16
深层次,6
已变,1
热,73
交费,9
某,1826
退休职工,7
连续,208
拖欠,57
季,18
告上,30
法庭,204
被告,825
觉得,465
非常,463
冤,10
里,1178
交,81
找,641
要钱,39
专门,151
所在,113
职工,124
发出通知,2
告知,231
员工,224
国家,752
政策,179
个人,404
交纳,54
不再,125
负担,85
给予,323
适当,38
补贴,83
而且,572
领取,66
发放,95
掌握情况,2
法官,252
详细,137
解释,258
变化,79
恍然大悟,11
当即,51
愿意,185
最终,483
双方,332
达成,61
调解,85
西城,4
立案,261
速裁庭,1
副庭长,10
刘喆,2
类似,189
见,197
之所以,51
类,159
重要,306
在于,59
根深蒂固,5
来交,1
归根结底,5
心理,161
难以,93
改变,112
此前,153
计划,190
经济体制,4
制定,78
房屋,335
机关,316
分配,41
住房,104
产权,33
属于,470
集体所有,7
因此,429
主要,628
近年来,111
各地,98
逐步,34
改革,102
例如,41
北京市,118
施行,33
供热,50
简称,94
以往,28
体系,87
转为,10
收费,113
从那之后,2
成,329
缴费,28
方式,643
只不过,41
有些,286
还会,104
报销,70
造成,1161
实践,35
实施,507
甚,11
理解,135
接触,100
类型,56
集中,146
老旧,21
房改,1
之前,382
多为,14
公有住房,1
住户,106
离退休,2
老,235
加上,120
陈旧,5
硬件,13
设备,279
容易,331
所以,675
产生矛盾,5
不仅如此,19
自年,1
最初,27
房管,2
处,514
后勤部,1
专业化,1
入户,35
做到,91
位,78
清晰,47
及时,586
此后,84
矛盾,103
埋,27
伏笔,1
北京市第二中级人民法院,2
一份,171
合同纠纷,49
调研,16
该院,57
提出,506
显著特点,1
证据,629
意识,204
薄弱,11
书面,78
西城区,5
顺义区,4
同类,14
不约而同,3
未签,1
一起,918
伊某,7
过,1059
反复,60
上门,78
催要,11
不成,30
伊,9
某告,3
称,1171
是因为,201
不适,36
格,9
签,39
根本,246
签过,1
无权,14
起诉,265
索要,69
系统,250
约定,154
单独,49
享受,96
两者,8
建立,130
事实上,74
供用,1
热力,22
据此,48
判令,38
支付,561
费,138
手机号,41
开头,22
完,286
吓,73
冷汗,14
出来,432
搜,43
搜狐,195
原,712
标题,342
深圳,194
何先生,15
发现自己,60
手机,986
一夜间,6
购物,69
账户,281
遭,164
陌生人,39
盗刷,22
犯罪分子,113
使用,818
白条,5
申请,385
贷款,298
洗劫,4
万多元,61
曾经,184
陌生,59
号码,97
接管,16
运营商,40
短信,161
一项,51
办理,430
添加,81
副,352
手机号码,44
当,604
关机,21
主号,2
接收,40
在此期间,15
验证码,25
进而,38
作案,260
首先,149
联想,11
亲情,11
不是,1036
回事,29
通常,63
指,121
机主,15
彼此之间,1
通话,43
便宜,50
话费,41
套餐,32
一卡多,1
不换,4
换卡,8
基础,107
增加,226
最,619
多个,164
真实,139
主副,1
两个,557
待机,2
需要,733
自由选择,1
任一,3
拨打,220
接听电话,4
收发,5
那么,481
怎么,536
呢,594
第一步,13
买料,1
泄露,100
姓名,85
银行卡,299
身份证号,49
预留,13
俗称,20
四大,28
件,90
第二步,8
钓鱼,31
掌握,141
发起,48
绑定,32
以广,1
撒网,1
寻找,141
你误,1
上钩,7
第三步,7
强迫,58
才能,220
两种,38
一是,58
利用,600
轰炸,7
目标,106
把手,13
二是,58
云,24
远程,14
操作,189
一名,840
北漂,2
大学,119
毕业生,20
小许,6
收到,222
几条,14
订阅,22
增值,6
并且,335
实时,17
扣费,15
余额,35
琢磨,8
一条,274
内有,29
数字,59
取消,64
过去,260
惊讶,19
彻底,92
无线网络,1
连接,35
接连,33
支付宝,148
转账,140
提示,186
另,251
终端,19
只能,308
客户端,102
解除,63
三张,9
亲友,38
打,604
电话,742
冻结,87
账号,188
挂失,15
对方,609
跨行,3
每,210
第二天,125
两张,20
钱包,41
原本,127
卡里,14
转入,37
意味着,75
连,242
银行账号,6
攻破,3
保管,38
便,608
服务器,43
保存,89
手机短信,11
厂商,8
暗藏,10
危险,400
撞库,5
获取,164
各类,101
所谓,226
利用软件,2
概率,19
序列,3
尝试,50
粗暴,12
身份,351
网银,17
营业厅,51
一览无遗,2
业内人士,21
速度,98
很快,234
每分钟,5
至少,168
效率,18
更高,4
成功率,8
拦截,55
关键,91
一步,59
保证,176
登陆,35
安全,1044
动态,34
顺利,78
囊中之物,1
实体,23
卡,146
伪装,31
受害人,300
便民,26
快递,197
指定,126
地址,95
既,136
复制,37
分子,35
为所欲为,10
大家,750
知道,1009
许多,182
依赖,20
验证,20
同步,25
备份,1
暴露,44
机会,126
密码,138
被盗,198
或云,1
登录,55
权限,17
等于,25
裸泳,2
手机卡,37
以及,615
冷门,3
漏洞,45
冒充,135
淘宝,22
发送,81
拍下,23
货品,10
缺货,3
失败,73
退款,61
购买者,2
不法分子,68
公安局,856
检察院,249
工作人员,664
来,1300
洗钱,17
贩毒,31
经济犯罪,25
诱使,9
骗子,206
谎称,56
恶意透支,11
或称,1
资金,436
诱骗,64
卡号,3
伪,53
基站,76
群发,13
积分,28
兑换,9
下载安装,5
带有,43
木马病毒,33
窃取,50
盗,20
刷,96
网站,379
链接,94
点击,198
内,1373
先,264
植入,13
降价,4
奖励,163
诱饵,24
扫描,26
安装,220
木马,6
个人隐私,7
篡改,24
转,114
走,583
上当受骗,53
网红,31
土坯房,20
落马,101
背后,137
深耕,6
卢氏,67
官场,42
王战方,52
留给,21
不止,54
两面,8
笑料,3
还有,724
水街,22
备受,37
诟病,17
重点,176
工程,381
年前,80
夏天,53
河南,190
县委,89
大院,23
阳光,70
低矮,4
红色,57
时任,54
县委书记,24
身着,19
白衬衫,2
面带微笑,4
坐在,104
镜头,13
侃侃而谈,2
采访,176
截图,106
彼时,16
国家级,16
贫困县,16
正因,2
坚守,28
问及,19
为何,229
不盖,1
新楼,2
王战,2
方义,1
言辞,6
反问,9
解决,295
盖,61
一栋,54
办公楼,19
那时,48
绝不会,6
想到,142
漂亮,26
官话,1
日后,15
奚落,2
笑柄,2
年月日,8
三门峡市,11
纪委,244
宣布,110
人大常委会,21
党组,61
成员,195
秘书长,24
正处级,5
违纪,144
组织,795
审查,212
已以,2
受贿罪,127
决定,527
逮捕,139
转眼间,7
沦为,7
贪腐,22
官员,146
在此之前,12
频频,42
遭到,143
赵项,3
劳,5
公开,351
列出,7
十大,25
罪状,2
京报,120
光荣,50
失落,4
地处,12
老城区,6
中心地带,1
建于,7
院内,26
排,29
坐北朝南,1
座,32
三层,15
小楼,7
十多家,1
县直,1
办公,40
稍显,1
特殊,86
一排,7
东西,278
入口处,14
均,616
设有,17
一人,138
栅栏门,3
熟悉,70
政情,4
人士,148
这排,1
围墙,37
圈起来,2
办公室,232
称为,54
院中,4
小院,9
唯一,96
贾世煜摄,4
近十年,9
经历,161
数轮,1
主流,21
宣传报道,3
人民日报,28
两次,111
访问,29
刊文,7
一时间,13
精神,237
符号,2
卢氏县,25
风头,4
无俩,1
荣获,6
人民满意,1
公务员,58
集体,82
称号,15
中央电视台,14
赶到,302
专访,15
王战方刚,1
担任,239
访谈,10
从容自若,1
面对,233
反,101
问道,27
下来,202
这儿,18
房子,261
危房,24
感情,88
当中,89
群众,522
距离,176
当地,563
说出,31
这番话,1
而是,236
宾馆,111
县城,45
拥有,113
住处,33
工作,1551
多年,216
退休干部,5
透露,147
有任,1
居住,149
一任,4
杜保乾,1
但是,1095
杜,37
当年,95
那座,5
楼上,41
抓走,9
忌讳,5
继任者,1
转而,4
用作,17
那次,6
提及,34
联名,17
写信,6
改善,47
条件,254
已难,1
考证,5
不管,139
出于,77
动过,2
修建,26
大楼,82
念头,27
位于,294
中轴线,2
向南,6
公里,189
数年,9
卢园,2
广场,110
城,89
北侧,32
一路,84
之隔,3
一处,115
长方形,4
空闲,2
地块,20
容纳,4
数百辆,1
汽车,508
停靠,15
直,26
科级,11
干部,291
正南方,1
此处,38
平移,1
过来,155
鉴于,65
中央,195
种种原因,5
刚,179
垃圾场,49
盖楼,1
无望,6
改造,110
临时,108
停车,250
前述,13
坦言,21
是否,505
陷入,72
两难,4
境地,9
提升,82
工作效率,2
角度,48
来看,139
分散,16
艰苦奋斗,2
传统,113
保持,152
大门,62
任职,39
各种,334
盘根错节,3
地方,455
停留,26
时间,1058
太长,2
退休,80
感慨,19
短,44
的话,245
想,793
腐败,167
调入,5
副县长,36
调任,5
长达,56
生于,47
成长,77
渑池县,6
贫苦,2
农村,169
家庭,291
岁,1145
那年,15
当时,820
中牟,3
农业,37
学校,591
读书,42
毕业,73
回到,161
先后,325
农技站,1
农牧局,1
任命,27
张村乡,2
乡长,3
历任,10
城关镇,16
外调,1
提拔,16
政法委,25
县长,13
职,8
一共,71
三任,1
两任,6
小岁,1
同岁,2
直到,148
知天命之年,1
突出重围,1
某局,1
回忆,76
刚到,17
低调,22
吹得,3
厉害,34
多次,551
打过,11
交道,3
知情人,30
一次,487
去,1647
方正,8
关于,570
干部作风,2
会议,165
等候,28
期间,576
听到,170
大声,48
地说,49
双胞胎,17
坐过,4
车,878
绝对,45
廉政,10
主政,12
太过,13
强势,9
说了算,24
作出,400
错误,162
决策,24
手下人,2
讨好,5
不敢,175
提,62
反对,71
意见,278
乱提,1
建议,281
推波助澜,2
力推,5
南山,15
亮化,6
城南,16
山,45
工程项目,42
施工,191
招标,48
公告,163
就任,7
来到,368
山坡,8
半山腰,8
米,258
形似,3
路灯,27
杆,8
灯,25
山头,6
密布,1
数百根,2
视为,43
劳民伤财,1
举,33
城区,135
亮,21
中说,22
上述,335
系有,2
学习,186
大型,109
桂林山水,1
实景,7
演出,17
刘三姐,1
和洛河,1
打造,43
流传,47
风水先生,3
远观,1
卧倒,2
睡佛,1
满山,1
灯光,31
佛光,1
普照,1
可保,1
官运亨通,1
平级,3
调动,8
实际上,82
权力,81
大不如前,1
散步,11
遇到,336
两人,391
寒暄,6
几句,16
告别,7
这位,220
谦卑,1
复,1
倨傲,1
河道,38
山城,1
河南省,63
最大,195
人口,26
口号,25
生态,100
旅游名县,1
特色,34
强县,2
便是,43
口中,27
旅游,169
重点项目,6
走访,121
售楼部,8
清澈,5
小河,6
南方,46
风情,6
木桥,1
驾于,1
两旁,12
古色古香,1
斜,9
底层,12
上面,143
顺着,22
东沙河,3
北向南,3
分为,33
标段,7
蜿蜒,5
行洪,4
水利,10
法,158
明确规定,36
范围,264
建筑物,38
构筑物,12
从事,234
影响,646
河势,1
稳定,113
危害,205
河岸,7
堤防,1
活动,589
干涸,2
内遍,1
野草,3
楼房,46
建,60
之内,51
已有,99
栋楼,1
基本,302
完工,17
处于,142
地基,9
阶段,94
楼盘,25
隔,23
东侧,20
多幢,1
民房,40
密集,38
分布,31
地势,4
两米,12
看来,88
定时炸弹,7
万一,37
洪水,57
山上,29
冲下来,3
能力,249
削弱,2
漫出,1
旁边,159
淹没,20
县太爷,1
眼,15
瞎,13
跟,534
龙王爷,1
抢,117
地盘,7
水都,1
冲进,3
他家,49
院子,29
假如,23
洪灾,8
一片,69
汪洋大海,2
执政,8
败笔,1
激动,61
无济于事,8
票数,2
太,327
少,141
选择,367
建房,27
土地,248
无需,30
拆迁,193
省去,2
需,146
成本,109
旁,57
百姓,76
打桩,2
附近,568
损害,207
一户,26
民宅,22
地上,171
三米,4
裂缝,23
房产,142
售卖,44
均价,6
为元,3
购房者,11
卖出,21
大半,4
贾世煜,1
摄到,1
目前为止,22
五证,2
齐全,19
售楼处,8
批下来,2
用地,42
许可证,91
建设工程,31
证件,66
审批,80
签发,16
招投标,46
国土资源,30
国有土地,14
使用权,37
挂牌,17
出让,11
分析,182
或存,1
较大,108
寻租,10
调离,15
悬而未决,3
塌,22
子女,80
非常规,1
事业单位,14
上半年,35
文件,150
专题会议,2
坚持,129
落实,120
中组部,7
省委,25
组织部,5
我县,7
名,828
副县级,7
予以,395
清退,8
分别,334
产业,72
集聚,7
南水北调,1
宣传部,27
两名,302
确有此事,4
另据,25
北京青年报,19
部门,793
清理,151
近几年来,8
有名,12
政协,30
主席,86
曹,32
旭东,2
亢建民,1
时期,40
人大,42
领导班子,12
党组书记,40
主任,451
马书军,1
郭英辉,1
消息人士,22
正科级,5
协助,142
山西,88
相提并论,2
坊间,3
盛传,2
系,360
房地产商,1
牵出,11
